step, fire_count, ashes_count, grass_count, forest_count, ground_count, water_count, 
0, 35, 1, 16350, 11885, 4523, 27236
10, 138, 54, 16302, 11777, 4523, 27236
20, 213, 81, 16267, 11710, 4523, 27236
30, 378, 150, 16182, 11561, 4523, 27236
40, 488, 172, 16140, 11471, 4523, 27236
50, 671, 220, 16059, 11321, 4523, 27236
60, 922, 299, 15957, 11093, 4523, 27236
70, 1197, 437, 15812, 10825, 4523, 27236
80, 1466, 536, 15664, 10605, 4523, 27236
90, 1683, 619, 15554, 10415, 4523, 27236
100, 1854, 673, 15474, 10270, 4523, 27236
110, 2206, 795, 15279, 9991, 4523, 27236
120, 2381, 908, 15173, 9809, 4523, 27236
130, 2471, 1073, 15056, 9671, 4523, 27236
140, 2656, 1188, 14920, 9507, 4523, 27236
150, 2977, 1381, 14694, 9219, 4523, 27236
160, 3416, 1705, 14376, 8774, 4523, 27236
170, 3813, 1958, 14035, 8465, 4523, 27236
180, 4290, 2360, 13604, 8017, 4523, 27236
190, 4790, 2796, 13144, 7541, 4523, 27236
200, 5213, 3186, 12718, 7154, 4523, 27236
210, 5554, 3632, 12300, 6785, 4523, 27236
220, 5907, 4010, 11892, 6462, 4523, 27236
230, 6339, 4435, 11465, 6032, 4523, 27236
240, 6641, 4891, 11077, 5662, 4523, 27236
250, 6905, 5251, 10763, 5352, 4523, 27236
260, 7173, 5599, 10451, 5048, 4523, 27236
270, 7474, 5964, 10080, 4753, 4523, 27236
280, 7640, 6318, 9778, 4535, 4523, 27236
290, 7741, 6669, 9504, 4357, 4523, 27236
300, 7796, 7091, 9177, 4207, 4523, 27236
310, 7725, 7571, 8869, 4106, 4523, 27236
320, 7573, 8133, 8567, 3998, 4523, 27236
330, 7425, 8696, 8259, 3891, 4523, 27236
340, 7173, 9267, 7995, 3836, 4523, 27236
350, 7004, 9888, 7636, 3743, 4523, 27236
360, 6775, 10537, 7262, 3697, 4523, 27236
370, 6536, 11202, 6906, 3627, 4523, 27236
380, 6337, 11810, 6550, 3574, 4523, 27236
390, 6106, 12444, 6220, 3501, 4523, 27236
400, 5871, 13085, 5884, 3431, 4523, 27236
410, 5643, 13719, 5550, 3359, 4523, 27236
420, 5490, 14284, 5224, 3273, 4523, 27236
430, 5337, 14807, 4918, 3209, 4523, 27236
440, 5133, 15292, 4690, 3156, 4523, 27236
450, 5016, 15738, 4427, 3090, 4523, 27236
460, 4863, 16166, 4211, 3031, 4523, 27236
470, 4795, 16505, 3990, 2981, 4523, 27236
480, 4692, 16885, 3775, 2919, 4523, 27236
490, 4588, 17287, 3551, 2845, 4523, 27236
500, 4449, 17634, 3386, 2802, 4523, 27236
510, 4333, 17983, 3206, 2749, 4523, 27236
520, 4220, 18343, 3013, 2695, 4523, 27236
530, 4065, 18722, 2835, 2649, 4523, 27236
540, 3879, 19078, 2705, 2609, 4523, 27236
550, 3603, 19469, 2617, 2582, 4523, 27236
560, 3297, 19852, 2562, 2560, 4523, 27236
570, 3017, 20198, 2513, 2543, 4523, 27236
580, 2740, 20526, 2475, 2530, 4523, 27236
590, 2478, 20838, 2437, 2518, 4523, 27236
600, 2212, 21138, 2410, 2511, 4523, 27236
610, 1999, 21421, 2362, 2489, 4523, 27236
620, 1779, 21704, 2316, 2472, 4523, 27236
630, 1551, 21988, 2282, 2450, 4523, 27236
640, 1350, 22230, 2256, 2435, 4523, 27236
650, 1151, 22474, 2228, 2418, 4523, 27236
660, 962, 22687, 2211, 2411, 4523, 27236
670, 794, 22864, 2202, 2411, 4523, 27236
680, 673, 22991, 2200, 2407, 4523, 27236
690, 581, 23088, 2196, 2406, 4523, 27236
700, 490, 23179, 2196, 2406, 4523, 27236
710, 412, 23257, 2196, 2406, 4523, 27236
720, 351, 23318, 2196, 2406, 4523, 27236
730, 319, 23350, 2196, 2406, 4523, 27236
740, 267, 23402, 2196, 2406, 4523, 27236
750, 218, 23451, 2196, 2406, 4523, 27236
760, 156, 23513, 2196, 2406, 4523, 27236
770, 102, 23567, 2196, 2406, 4523, 27236
780, 52, 23617, 2196, 2406, 4523, 27236
790, 28, 23641, 2196, 2406, 4523, 27236
800, 14, 23655, 2196, 2406, 4523, 27236
810, 8, 23661, 2196, 2406, 4523, 27236
820, 4, 23665, 2196, 2406, 4523, 27236
830, 2, 23667, 2196, 2406, 4523, 27236
840, 1, 23668, 2196, 2406, 4523, 27236
850, 0, 23669, 2196, 2406, 4523, 27236
