step, fire_count, ashes_count, grass_count, forest_count, ground_count, water_count, 
0, 35, 1, 16350, 11885, 4523, 27236
10, 203, 31, 16284, 11753, 4523, 27236
20, 289, 32, 16254, 11696, 4523, 27236
30, 331, 32, 16233, 11675, 4523, 27236
40, 377, 32, 16218, 11644, 4523, 27236
50, 437, 32, 16195, 11607, 4523, 27236
60, 503, 32, 16177, 11559, 4523, 27236
70, 594, 32, 16145, 11500, 4523, 27236
80, 730, 32, 16094, 11415, 4523, 27236
90, 818, 32, 16069, 11352, 4523, 27236
100, 939, 32, 16024, 11276, 4523, 27236
110, 1094, 32, 15971, 11174, 4523, 27236
120, 1257, 32, 15922, 11060, 4523, 27236
130, 1285, 150, 15882, 10954, 4523, 27236
140, 1400, 176, 15835, 10860, 4523, 27236
150, 1569, 227, 15747, 10728, 4523, 27236
160, 1739, 277, 15664, 10591, 4523, 27236
170, 1954, 344, 15552, 10421, 4523, 27236
180, 2095, 402, 15484, 10290, 4523, 27236
190, 2199, 461, 15430, 10181, 4523, 27236
200, 2256, 541, 15384, 10090, 4523, 27236
210, 2390, 653, 15287, 9941, 4523, 27236
220, 2547, 754, 15171, 9799, 4523, 27236
230, 2685, 888, 15059, 9639, 4523, 27236
240, 2840, 1005, 14936, 9490, 4523, 27236
250, 3050, 1170, 14766, 9285, 4523, 27236
260, 3472, 1322, 14473, 9004, 4523, 27236
270, 4024, 1457, 14147, 8643, 4523, 27236
280, 4769, 1637, 13618, 8247, 4523, 27236
290, 5733, 1831, 12959, 7748, 4523, 27236
300, 6499, 2024, 12437, 7311, 4523, 27236
310, 7222, 2232, 11920, 6897, 4523, 27236
320, 8411, 2439, 11044, 6377, 4523, 27236
330, 9712, 2673, 10027, 5859, 4523, 27236
340, 11176, 2906, 8799, 5390, 4523, 27236
350, 12618, 3132, 7535, 4986, 4523, 27236
360, 13921, 3379, 6399, 4572, 4523, 27236
370, 15165, 3655, 5374, 4077, 4523, 27236
380, 16431, 3984, 4270, 3586, 4523, 27236
390, 17955, 4386, 2980, 2950, 4523, 27236
400, 18717, 4897, 2208, 2449, 4523, 27236
410, 18898, 5513, 1760, 2100, 4523, 27236
420, 18575, 6239, 1532, 1925, 4523, 27236
430, 17956, 7070, 1401, 1844, 4523, 27236
440, 17198, 8001, 1300, 1772, 4523, 27236
450, 16314, 9000, 1232, 1725, 4523, 27236
460, 15157, 10253, 1197, 1664, 4523, 27236
470, 13814, 11659, 1166, 1632, 4523, 27236
480, 12433, 13078, 1151, 1609, 4523, 27236
490, 10971, 14566, 1141, 1593, 4523, 27236
500, 9452, 16110, 1128, 1581, 4523, 27236
510, 7875, 17749, 1111, 1536, 4523, 27236
520, 6164, 19529, 1085, 1493, 4523, 27236
530, 4586, 21142, 1078, 1465, 4523, 27236
540, 3199, 22559, 1068, 1445, 4523, 27236
550, 2145, 23633, 1061, 1432, 4523, 27236
560, 1436, 24350, 1056, 1429, 4523, 27236
570, 1027, 24766, 1054, 1424, 4523, 27236
580, 690, 25106, 1052, 1423, 4523, 27236
590, 523, 25277, 1052, 1419, 4523, 27236
600, 392, 25408, 1052, 1419, 4523, 27236
610, 319, 25481, 1052, 1419, 4523, 27236
620, 280, 25520, 1052, 1419, 4523, 27236
630, 248, 25552, 1052, 1419, 4523, 27236
640, 209, 25591, 1052, 1419, 4523, 27236
650, 153, 25647, 1052, 1419, 4523, 27236
660, 103, 25697, 1052, 1419, 4523, 27236
670, 58, 25742, 1052, 1419, 4523, 27236
680, 34, 25766, 1052, 1419, 4523, 27236
690, 22, 25778, 1052, 1419, 4523, 27236
700, 12, 25788, 1052, 1419, 4523, 27236
710, 4, 25796, 1052, 1419, 4523, 27236
720, 2, 25798, 1052, 1419, 4523, 27236
730, 1, 25799, 1052, 1419, 4523, 27236
740, 0, 25800, 1052, 1419, 4523, 27236
