step, fire_count, ashes_count, grass_count, forest_count, ground_count, water_count, 
0, 35, 1, 16350, 11885, 4523, 27236
10, 187, 37, 16287, 11760, 4523, 27236
20, 280, 38, 16252, 11701, 4523, 27236
30, 348, 38, 16230, 11655, 4523, 27236
40, 417, 38, 16200, 11616, 4523, 27236
50, 472, 38, 16178, 11583, 4523, 27236
60, 534, 38, 16160, 11539, 4523, 27236
70, 595, 38, 16142, 11496, 4523, 27236
80, 679, 38, 16115, 11439, 4523, 27236
90, 792, 38, 16072, 11369, 4523, 27236
100, 884, 38, 16040, 11309, 4523, 27236
110, 985, 38, 16007, 11241, 4523, 27236
120, 1120, 38, 15960, 11153, 4523, 27236
130, 1159, 157, 15916, 11039, 4523, 27236
140, 1223, 199, 15890, 10959, 4523, 27236
150, 1273, 246, 15855, 10897, 4523, 27236
160, 1285, 315, 15832, 10839, 4523, 27236
170, 1324, 401, 15782, 10764, 4523, 27236
180, 1416, 458, 15730, 10667, 4523, 27236
190, 1488, 530, 15680, 10573, 4523, 27236
200, 1548, 593, 15634, 10496, 4523, 27236
210, 1616, 664, 15582, 10409, 4523, 27236
220, 1697, 734, 15523, 10317, 4523, 27236
230, 1769, 840, 15454, 10208, 4523, 27236
240, 1796, 949, 15406, 10120, 4523, 27236
250, 1783, 1077, 15373, 10038, 4523, 27236
260, 1753, 1215, 15336, 9967, 4523, 27236
270, 1796, 1326, 15277, 9872, 4523, 27236
280, 1827, 1436, 15218, 9790, 4523, 27236
290, 1858, 1549, 15152, 9712, 4523, 27236
300, 1919, 1645, 15085, 9622, 4523, 27236
310, 1971, 1770, 15019, 9511, 4523, 27236
320, 2034, 1895, 14944, 9398, 4523, 27236
330, 2061, 2040, 14869, 9301, 4523, 27236
340, 2103, 2174, 14784, 9210, 4523, 27236
350, 2209, 2329, 14669, 9064, 4523, 27236
360, 2383, 2501, 14503, 8884, 4523, 27236
370, 2655, 2649, 14303, 8664, 4523, 27236
380, 2998, 2763, 14087, 8423, 4523, 27236
390, 3358, 2896, 13837, 8180, 4523, 27236
400, 3747, 3035, 13558, 7931, 4523, 27236
410, 4176, 3172, 13225, 7698, 4523, 27236
420, 4686, 3319, 12837, 7429, 4523, 27236
430, 5138, 3463, 12495, 7175, 4523, 27236
440, 5584, 3616, 12147, 6924, 4523, 27236
450, 6033, 3799, 11758, 6681, 4523, 27236
460, 6577, 3973, 11300, 6421, 4523, 27236
470, 7217, 4166, 10723, 6165, 4523, 27236
480, 7924, 4384, 10075, 5888, 4523, 27236
490, 8665, 4691, 9347, 5568, 4523, 27236
500, 9276, 5014, 8661, 5320, 4523, 27236
510, 9702, 5376, 8084, 5109, 4523, 27236
520, 10108, 5809, 7444, 4910, 4523, 27236
530, 10434, 6300, 6837, 4700, 4523, 27236
540, 10753, 6831, 6190, 4497, 4523, 27236
550, 11053, 7366, 5575, 4277, 4523, 27236
560, 11158, 7975, 5111, 4027, 4523, 27236
570, 11229, 8613, 4658, 3771, 4523, 27236
580, 11367, 9249, 4158, 3497, 4523, 27236
590, 11350, 9916, 3738, 3267, 4523, 27236
600, 11316, 10660, 3259, 3036, 4523, 27236
610, 11040, 11462, 2913, 2856, 4523, 27236
620, 10615, 12338, 2650, 2668, 4523, 27236
630, 10171, 13272, 2378, 2450, 4523, 27236
640, 9852, 14138, 2098, 2183, 4523, 27236
650, 9425, 15041, 1819, 1986, 4523, 27236
660, 8988, 15907, 1589, 1787, 4523, 27236
670, 8419, 16741, 1444, 1667, 4523, 27236
680, 7823, 17594, 1280, 1574, 4523, 27236
690, 7175, 18383, 1201, 1512, 4523, 27236
700, 6515, 19194, 1109, 1453, 4523, 27236
710, 5882, 19913, 1060, 1416, 4523, 27236
720, 5248, 20630, 1011, 1382, 4523, 27236
730, 4664, 21303, 979, 1325, 4523, 27236
740, 4156, 21889, 949, 1277, 4523, 27236
750, 3651, 22439, 936, 1245, 4523, 27236
760, 3113, 22990, 928, 1240, 4523, 27236
770, 2575, 23531, 928, 1237, 4523, 27236
780, 2071, 24040, 925, 1235, 4523, 27236
790, 1652, 24464, 923, 1232, 4523, 27236
800, 1265, 24852, 922, 1232, 4523, 27236
810, 985, 25132, 922, 1232, 4523, 27236
820, 745, 25375, 921, 1230, 4523, 27236
830, 561, 25561, 920, 1229, 4523, 27236
840, 411, 25711, 920, 1229, 4523, 27236
850, 308, 25814, 920, 1229, 4523, 27236
860, 213, 25909, 920, 1229, 4523, 27236
870, 134, 25988, 920, 1229, 4523, 27236
880, 72, 26050, 920, 1229, 4523, 27236
890, 41, 26081, 920, 1229, 4523, 27236
900, 22, 26100, 920, 1229, 4523, 27236
910, 14, 26108, 920, 1229, 4523, 27236
920, 7, 26115, 920, 1229, 4523, 27236
930, 7, 26115, 920, 1229, 4523, 27236
940, 4, 26118, 920, 1229, 4523, 27236
950, 1, 26121, 920, 1229, 4523, 27236
960, 1, 26121, 920, 1229, 4523, 27236
970, 0, 26122, 920, 1229, 4523, 27236
