step, fire_count, ashes_count, grass_count, forest_count, ground_count, water_count, 
0, 35, 1, 16350, 11885, 4523, 27236
10, 248, 9, 16278, 11736, 4523, 27236
20, 336, 9, 16236, 11690, 4523, 27236
30, 441, 9, 16207, 11614, 4523, 27236
40, 518, 9, 16180, 11564, 4523, 27236
50, 637, 9, 16140, 11485, 4523, 27236
60, 771, 9, 16092, 11399, 4523, 27236
70, 907, 9, 16041, 11314, 4523, 27236
80, 1095, 9, 15973, 11194, 4523, 27236
90, 1318, 9, 15919, 11025, 4523, 27236
100, 1493, 9, 15858, 10911, 4523, 27236
110, 1637, 9, 15806, 10819, 4523, 27236
120, 1876, 9, 15719, 10667, 4523, 27236
130, 1959, 139, 15643, 10530, 4523, 27236
140, 2139, 182, 15556, 10394, 4523, 27236
150, 2342, 269, 15451, 10209, 4523, 27236
160, 2447, 355, 15386, 10083, 4523, 27236
170, 2570, 447, 15308, 9946, 4523, 27236
180, 2696, 545, 15215, 9815, 4523, 27236
190, 2778, 655, 15127, 9711, 4523, 27236
200, 2876, 800, 15031, 9564, 4523, 27236
210, 2964, 986, 14915, 9406, 4523, 27236
220, 3077, 1179, 14788, 9227, 4523, 27236
230, 3292, 1361, 14605, 9013, 4523, 27236
240, 3577, 1519, 14418, 8757, 4523, 27236
250, 3940, 1698, 14172, 8461, 4523, 27236
260, 4447, 1904, 13817, 8103, 4523, 27236
270, 5057, 2110, 13384, 7720, 4523, 27236
280, 5542, 2340, 13017, 7372, 4523, 27236
290, 6038, 2568, 12644, 7021, 4523, 27236
300, 6567, 2817, 12207, 6680, 4523, 27236
310, 6966, 3040, 11838, 6427, 4523, 27236
320, 7398, 3251, 11444, 6178, 4523, 27236
330, 8032, 3466, 10889, 5884, 4523, 27236
340, 8563, 3736, 10350, 5622, 4523, 27236
350, 9258, 4004, 9685, 5324, 4523, 27236
360, 10073, 4352, 8910, 4936, 4523, 27236
370, 10985, 4757, 7986, 4543, 4523, 27236
380, 11804, 5143, 7141, 4183, 4523, 27236
390, 12372, 5714, 6289, 3896, 4523, 27236
400, 12888, 6379, 5474, 3530, 4523, 27236
410, 13201, 7081, 4817, 3172, 4523, 27236
420, 13341, 7859, 4159, 2912, 4523, 27236
430, 13618, 8608, 3412, 2633, 4523, 27236
440, 13914, 9344, 2694, 2319, 4523, 27236
450, 13987, 10097, 2117, 2070, 4523, 27236
460, 13922, 10825, 1719, 1805, 4523, 27236
470, 13477, 11650, 1477, 1667, 4523, 27236
480, 12832, 12528, 1331, 1580, 4523, 27236
490, 11946, 13564, 1251, 1510, 4523, 27236
500, 10981, 14623, 1197, 1470, 4523, 27236
510, 9826, 15820, 1173, 1452, 4523, 27236
520, 8659, 17018, 1151, 1443, 4523, 27236
530, 7487, 18245, 1110, 1429, 4523, 27236
540, 6450, 19349, 1068, 1404, 4523, 27236
550, 5378, 20446, 1051, 1396, 4523, 27236
560, 4311, 21519, 1046, 1395, 4523, 27236
570, 3343, 22493, 1040, 1395, 4523, 27236
580, 2377, 23461, 1038, 1395, 4523, 27236
590, 1590, 24248, 1038, 1395, 4523, 27236
600, 1061, 24777, 1038, 1395, 4523, 27236
610, 670, 25168, 1038, 1395, 4523, 27236
620, 410, 25428, 1038, 1395, 4523, 27236
630, 273, 25565, 1038, 1395, 4523, 27236
640, 204, 25634, 1038, 1395, 4523, 27236
650, 157, 25681, 1038, 1395, 4523, 27236
660, 107, 25731, 1038, 1395, 4523, 27236
670, 50, 25788, 1038, 1395, 4523, 27236
680, 14, 25824, 1038, 1395, 4523, 27236
690, 4, 25834, 1038, 1395, 4523, 27236
700, 1, 25837, 1038, 1395, 4523, 27236
710, 0, 25838, 1038, 1395, 4523, 27236
